voted_up,review,playtime_forever
True,"It's a normal game, I've been playing for a long time, but cheaters annoy me. I haven't seen so many cheaters anywhere else as in this game. Please make a normal anti-cheat already. And about the trust factor, I have no words, as in most cases it turns out to affect getting matched with a cheater. And it's unclear here, when you play better than your rank, opponents immediately start reporting you for cheating.",67.23333333333333
True,ns,941.1
True,fun,17.65
True,GOOD GAME,557.3666666666667
True,let's roll-oll-oll-oll-oll-oll,2259.266666666667
True,this game sucks bro and it puts me in a state where i know i am going to hit good on cases and then i just scam myself,2555.9333333333334
True,good game,16.633333333333333
True,"Very fun, but challenging game. The team aspect is amazing, I really like being part of such a team.",16.15
True,"I had to buy Prime for my second account because it's impossible to play on my main one, I have a red trust factor for life, every match is soft.",50.416666666666664
True,"chnouwa hadhaaa
",567.2833333333333
True,hell.,371.8666666666667
True,":(
",511.1
False,I haven't gotten a single damn case the past 5 times i have leveled. Knock it off with the ♥♥♥♥♥♥♥♥♥ sealed terminals. FFS,1408.45
True,67,67.91666666666667
True,top igrica naucila ♥♥♥♥♥,294.26666666666665
True,very tough,28.95
False,"The game is unplayable. Every match has at least one guy wallhacking and the funniest part is they don’t even try to hide it anymore like in the old days.

People are just blatantly shooting through walls now because they know nothing’s gonna happen to them anyway in any meaningful amount of time. 

There’s honestly no way to properly play this game anymore without some kernel-level anti-cheat.
",717.1
True,"First you enter this game as a straight person, and then you start to like older women (your teammates' mothers), but the more often you play, the more you realize that you start to like their fathers.",59.46666666666667
True,"Dust II, the most famous map in shooter history, was originally meant to be a direct sequel to the first Dust. Its creator, David Johnston, wasn't even sure it would be a success at first. He wanted to keep the spirit of the original while making it more balanced. Eventually, Dust II became so iconic that its ""three-lane"" layout (long, mid, and short/catwalk) became the ""gold standard"" for level design, imitated by almost every modern competitive shooter. I only play this map, and I only play it for fun!",60.13333333333333
True,"Overall, the game is good, if you don't count some toxic players. It's better to buy Prime right away, because without it there are many cheaters. If you are 14 or older, play on Faceit, it has a good anti-cheat. By the way, if you want to train, play CyberShock, or if you want to participate in tournaments for not very large sums of money, you can try FastCup (not an advertisement, I played myself and won 20 dollars from FastCup).",58.733333333333334
True,red trust factor? np put in money then u have green trust factor ez,2.75
False,"Fix your ♥♥♥♥♥♥♥ ♥♥♥♥ i was having a good match before 3 people from my team (including me) were kicked out of the session as if it was a ddos attack in the middle of the round. game good but anti cheat is the worst i have ever seen. please, Fix. Your. ♥♥♥♥.",292.28333333333336
False,qq,1038.9166666666667
True,TOP GAME,22.833333333333332
True,not bet. okay,0.8833333333333333
False,cant ♥♥♥♥ russians,106.05
True,"good game, pls keep accusing me of cheating it brings great joy to me",317.6
True,"GOOOD
",1578.3
True,good game,139.4
True,"I like how easy it is to start playing. However, I don't like that you have to me crouched to tighten the spread while shooting. Totally different from playing COD. This is my first day playing and it is weird lol. Think I'm gonna have to get used to this. Not to mention your spread goes crazy when you're moving. Still learning but these are just thoughts after 2 hours of gameplay.",6.85
True,"sometimes bang, sometimes bummy",387.53333333333336
False,full cheaters,1792.2833333333333
True,if u want cheater get the game,112.8
False,fix your game valve,612.0166666666667
True,"i may not be amazing, but i try more than most it seems and occasionally pop off :]",303.8833333333333
True,peak racism filled with russians and kebab eaters i love it,136.35
True,dcbhufsdgufvgsduhvb,25.016666666666666
True,"♥♥♥♥♥♥♥ hate ts sometimes but lowk lowers cortisol
",23.633333333333333
False,huinya,396.73333333333335
True,balls,27.333333333333332
True,got 1 shot headshotted by some guy on the enemy team with +4k hours on game counter strafing while a russian and a ukranian teammate yell at eachother through the vc. 10/10,422.0833333333333
False,won't come back to the game due to community that i'd rather skip interacting with,239.11666666666667
True,dfdf,325.31666666666666
True,"icl this game is fye but should be more optimized, valorant runs at way higher fps",135.93333333333334
True,super game,56.2
True,g,186.73333333333332
False,STUPID GAME FULL OF CHEATERS IDK WHY THEY MADE CS2 WHEN THEY COULDN'T EVEN SAVE CSGO FROM CHEATERS,84.5
False,"No anti-cheat, barely any content, no point in buying prime, valo better :)",755.3166666666667
True,yuhhhhhhhhhhh,2013.2
True,"i want to die
",148.25
True,good,77.8
False,No,1447.1666666666667
True,вау бежать калаш стрелять,403.1333333333333
True,Worst game ever I'd rather rip my finger nails off then solo queue,18.933333333333334
True,greatest esport's game of all time after csgo,80.06666666666666
True,"Compared to what I played in 2001 - this game is simply mind-blowing.
However, the number of cheaters and the ""fight against them"" leaves much to be desired.",64.21666666666667
True,aa,272.65
True,best game,2.5166666666666666
False,"Because most of the community says that this game doesn't register hits and tries to justify themselves with that, but I don't think so because I've been playing this game for more than 7 years.",132.7
True,Cheater-Strike DVAAA BLYAAAAD,369.9166666666667
True,Great,178.9
True,VERY STRESSFUL,74.46666666666667
True,Very great game but the only thing is a hackers they are destroying a repotation of Cs community please valve do something,495.1333333333333
True,Best game,355.1333333333333
True,"There is a secret that gives players no peace,
When your accurate shot goes into emptiness.

You aim for the head, the crosshair is like a magnet,
And you see how the enemy trembles from your bullet.
But here he stands, as if nothing happened,
And the blood on the screen is just an illusion.

""Register it, game!"" you shout in your heart,
""My shot was accurate, I don't believe in words!""
But the server is silent, and statistics lie,
And again resentment will grow in your soul.

You see how bullets fly through the enemy,
As if the walls are just your leg.
And it seems as if the world is a dream,
Where the rules of the game are just a strange law.",288.96666666666664
True,good game without cheaters,79.61666666666666
True,amazing,38.88333333333333
True,I love this game very friendly community and good people please stop raping my family thank you,3465.8166666666666
True,Low cortisol game,122.75
True,+rep,86.76666666666667
True,"Great game, plays well even on my old PC",328.6
False,Do not start.,360.81666666666666
False,"Casual is fun, don't feel like I'm running into cheaters there, Premier with Prime has been a cheater in every game either on my team or the enemy's. Verified going through the demo player, can't imagine how bad the free to play experience must be.",46.983333333333334
False,"Graphics is good, but offline play with bots is discouraged. Weird skins everywhere.

CSGO, CS:S and 1.6 was better experience.

And surf_ maps are having glitches.",183.75
True,g,1369.4666666666667
False,-,1000.5833333333334
True,wow.,54.516666666666666
True,"I dont have a life no more but atleast i can swear on my teammates in Russian, Turkish, Yugo, German 
",542.9166666666666
True,don't play this game :)),40.95
False,i hate russians,407.71666666666664
True,"Game is hard in the start but its very fun the more you play, I find it interesting how you can't sprint. Its easy to learn and you won't feel overwhelmed but there are a lot of skilled players because the game doesn't update so everyone be evolving 😭.",89.33333333333333
True,"The game is very uncool, there's no regen damage, Gaben's mother is a ♥♥♥♥♥, this is just a nightmare, not a game.
You can play though, teammates are ♥♥♥♥♥♥, Poles are condoms, Kazakhs are condoms, the whole team is condoms.",74.78333333333333
True,GOOD,646.9166666666666
True,"CS2 is a foundation for the future. It feels fresh and modern, but veterans of the series might miss the ""polish"" that was present at the end of the CS:GO era. If you have a powerful PC and love the competitive spirit, it's a must-play. If you were waiting for perfect technical execution, it's worth waiting for a couple more major patches.",72.71666666666667
True,yupii,306.0833333333333
True,1337,1339.3
False,sooooooooo manyyyyyy  cheaterssssssss in this game,415.43333333333334
True,Fun game no toxic people,274.05
False,whats the point of prime status when everyone still cheats,18.3
True,got called swears i havent even heard in my life 10/10,266.43333333333334
True,Good men,120.56666666666666
False,No private matching in cS2slop,12.766666666666667
True,hi,31.066666666666666
True,".
",223.8
True,men in their 30s/40s will love this game. Not only can you yell at your teammates with no filter but you can also gamble your money away 10/10,105.86666666666666
True,"-i join premier game
-i need to leave mid game bc sth came up
-i rejoin the game, by chance
-we win
-i lose 1k premier points and got banned from competitive playlists for a day
10/10 game",87.66666666666667
False,♥♥♥♥ ass game,405.93333333333334
False,toxic cheat club,654.0333333333333
True,GREAT GAME BAD GAME,975.5833333333334
True,"good
",215.0
True,"Honestly, CS2 feels like a breath of fresh air.

The graphics are a huge step up from CS:GO; everything is much brighter and cleaner now. The new smoke grenades are just insane; the way they react to frag grenades and bullets actually changes the approach to the game.

It took some time to get used to the sub-tick feel, but overall it's still the same legendary CS experience. If you love competitive shooters, you'll still spend hundreds of hours here.",64.2
True,ova video igra me svakodnevno usrecuje :D,282.4166666666667
True,dfg,204.0
False,JUST A CHEATERS FIESTA. DONT PLAY THIS CIRCUS,629.35
True,regele,39.166666666666664
True,very nice game yes,790.8666666666667
True,good,188.93333333333334
True,fye,3957.75
True,"Very fun, but difficult game. The team aspect is amazing, I really like being part of such a team.",382.93333333333334
False,full of cheaters,32.03333333333333
True,got bullied by russians time to gamend,152.21666666666667
True,"The game is a blast, everything registers, teammates are super, no cheaters, I recommend it to everyone. (Please, raise my trust factor...)",166.2
True,"Fhak dis game blyat... It suck like suka, you know I hate dis stupid Gay Newell, he can come suck the ♥♥♥♥ if you know?... But blyat, if you like cursing the ♥♥♥♥ out of your stupid teamates I guess try blin! Now idi nachoi ♥♥♥♥♥",204.85
True,cancer,299.15
True,"The game is top-notch, if you don't count the fact that guys who could easily beat esports players from a major play on silver. 10 disabled anti-cheats out of 10",86.95
True,"sdds CsGo
",3066.3166666666666
True,Very nice,486.8833333333333
True,Valo better,412.45
True,cool game,6522.3
True,There are less cheaters on tinder then in this game,59.18333333333333
True,Good Game,29.65
False,you will spend money for game and it is full of cheaters.,45.21666666666667
True,Mega dobrá hra,36.43333333333333
True,genial sa iti futi nervi,333.4166666666667
True,зарегай пж,20.083333333333332
True,хорошо проводить время в видеоигре,83.55
True,ghood,5.133333333333334
False,"gave me time out for loosing my internett, ♥♥♥♥ ass game",319.8333333333333
True,Perfect. Old school in the future,44.4
True,good game yes,7.5
True,veri gut,35.766666666666666
True,"this game is the best shooting game on earth
",128.56666666666666
True,"very kool, but prime costs too much and do not tarrif cases",21.033333333333335
True,nc,8.066666666666666
True,"infested with cheaters, random Headshots, toxic mates, gambling. Overall a pleasurable experience.
Rest müsst Ihr selber wissen.",554.35
False,"This game has a cheater infestation. Almost every 2nd match there's gonna be a wallhacker, aimbotter, bunnyhopper and other obvious cheats that shoud get banned automatically yet even after reports you can see their accounts still playing this trash. If you wanna try the free version go for it, but under no circumstances buy the Prime since that place has more cheaters than the free version and Valve isn't doing s*it to combat this problem.",145.36666666666667
True,"Great game
Very good graphics
Too many cheaters
10/10 game
0/10 anti-cheat
First match - bots without hands
Second match - spinbot simulator
If anti-cheat improves,this game would be perfect.
See you tomorrow.

",342.56666666666666
True,ok,6.483333333333333
True,"The game is very good (despite some computers), but there's one thing: if your internet is 50/50, the ping will be 900+.",75.4
False,"While i love the game we all know hackers control it, RIP to the greatest game that Valve let die. 20 hr ban for CHEATING!?!?! Get real",3414.8333333333335
True,bangerrrr :/,32.5
False,"HOrribly game, its getting worse day after day . Full full of cheaters, unacceptable.",48.233333333333334
True,This game taught me russian,21.6
False,"The game is a piece of ♥♥♥♥, with more cheaters than normal players.
I played premier with friends and we got a full team of cheaters who didn't even try to hide that they were using software.
By the end of the game, one of them had 44 kills and 2 deaths.",20.966666666666665
True,I hate and love this game at the same time. :),645.3
False,i would rather listen to a fork scratching a plate,1159.9333333333334
True,csgo is better,262.25
True,"The game is actually good, but the anti cheat is ahh. Still worth to play tho",24.75
False,♥♥♥♥.. ♥♥♥♥♥♥♥♥♥♥♥..... ♥♥♥♥ man....,143.88333333333333
True,my nan now giggle peaks,568.7333333333333
True,nice,51.06666666666667
True,fix vacban volvo,323.7
True,good,172.43333333333334
True,I love the game sometimes it can be unfair but still fun to play after all,258.5
True,good,1.2333333333333334
True,"Honestly, CS2 feels like a breath of fresh air.

The graphics are a huge step up from CS:GO; everything is much brighter and cleaner now. The new smoke grenades are just insane; the way they react to frag grenades and bullets actually changes the approach to the game.

It took some time to get used to the sub-tick feel, but overall it's still the same legendary CS experience. If you love competitive shooters, you'll still spend hundreds of hours here.",86.91666666666667
True,good game if played with friends solo u go insane,351.8833333333333
True,Good niche game. Worth every second,126.75
False,♥♥♥♥♥♥♥ dont even touch,26.266666666666666
True,"The game, of course, is of questionable quality, full of toxic players and cheaters, but for some reason it suddenly turns life into ""just one more match and then sleep"" for an indefinite period <3",145.48333333333332
True,nice,90.68333333333334
True,good game bru,18.7
True,good,6.066666666666666
True,nc,339.73333333333335
True,good,9.6
True,Okay,8.05
True,....,377.98333333333335
True,"The game is very good (despite some computers), but there's one thing: if your internet is 50/50, the ping will be 900+.",136.45
True,"I've been playing CS since version 1.6, the best shooter in the world. Now it's a different level, different graphics, but the emotions are all the same! There's only one problem - the abundance of cheaters, however, if you are an honest player and will be a reliable and non-toxic client, you will quickly increase your trust factor and avoid dishonest players.",15.216666666666667
True,c00l,1638.2166666666667
True,The one and only best game,99.38333333333334
True,Top game,260.6666666666667
True,"LOVE THIS GAME REMINDS ME OF CSGO

",1157.15
True,game nhu cc toan hack,249.86666666666667
True,"fun game. A lot of similar things like Valorant which i like, and my aim transferred over pretty seamlessly for most weapons especially the m4a1 and ak-47. Really enjoyable",16.9
True,не регает,490.65
True,yes,34.083333333333336
True,"Very good, very nice! Come play",1137.4333333333334
True,good ♥♥♥♥♥♥♥♥♥♥,83.85
True,schauen wir mal was wird,65.8
True,The best game of all time bro.,150.28333333333333
True,"♥♥♥ классная игра, хочу в нее поиграть с друзьями)",375.7
True,goog,417.53333333333336
False,cases make you gambler more,46.45
True,"I installed CS2 thinking I’d play casually and have fun.

Massive mistake.

Now I spend my evenings getting Ferrari peeked by a guy named “中华小当家” while my teammates debate politics, food, and their entire life story instead of playing the game.

The matchmaking feels like a social experiment.

One match:
I’m dropping 30 kills and feeling like prime s1mple.

Next match:
I lose a duel against someone moving like an NPC with 200 ping.

And somehow… the second someone says:
“one more?”

I instantly queue again like I have the memory span of a goldfish.

At this point, I’m convinced CS2 isn’t actually a video game.
It’s a psychological endurance test created by Valve to measure how much suffering the human mind can tolerate before snapping.

⭐ 3/10 — Would still get one-tapped again.",8.0
True,achi game hai,1050.3833333333334
True,alot of cheater cuz of the ♥♥♥♥♥♥ anti-cheat they have but still its a peak game,156.05
False,wingman teammate got 0 kills in 7 rounds then he killed me and got banned and I got derank,645.8
True,"10/10 anti cheat, 100% recommended",1044.9833333333333
True,silver 2 on nuke is like living with somehone who has bipolar disorder,8.683333333333334
True,nc,30.7
True,its good,992.1
True,Please Volvo fix your game,388.26666666666665
False,".
",334.68333333333334
True,nice game full of russians,11.6
True,so many hacker,68.9
True,full of cheaters and Bot accounts but Polish people are funny,227.43333333333334
True,nik mok nakatni algo rabi....,91.05
True,fun,11.733333333333333
False,"Full of cheaters, dont bother.",4293.683333333333
True,amazing,1023.3
False,"Counter-Strike 2 has become a deeply alienating experience for the average solo player. The matchmaking system feels completely broken, frequently dropping English speakers into lobbies where communication is nonexistent and regional barriers are ignored. It creates a massive disadvantage in a game built entirely on coordination. Beyond the language gap, there is a toxic ""gatekeeping"" culture where pre-made groups treat solo players like uninvited guests, acting with an aggressive sense of ownership over every match.

The frustration is doubled by a total lack of accountability for trolls and smurfers. Because these players often queue in groups, the kick system is essentially locked, leaving you trapped in a ruined match with no way to fix the situation. At this point, the game has shifted from a tactical shooter to a weekly grind for drops. The only real incentive to keep clicking ""Play"" is the slim chance of landing an expensive case or skin to fund a different game on Steam. Valve has created a beautiful engine, but the actual social environment is a hostile landscape that only feels rewarding when the weekly loot finally hits your inventory.",177.46666666666667
True,Lots of cheats but good game at the end,2129.45
True,Good game russians friendly,150.5
True,nice game,662.3166666666667
False,"Upgrade anti-cheat, cheaters in every match!",1271.8166666666666
True,so cool i love killing my teammates with mag 7 its so fun,91.75
True,https://steamcommunity.com/id/donkgojo/inventory/#730_2_41640713724,1430.5333333333333
True,Nice game,1467.1166666666666
True,good game,1165.2833333333333
True,Геймплей уникальный,0.08333333333333333
True,I need this,0.08333333333333333
True,My sleep: sacrificed,0.08333333333333333
True,"Купил, не разобрался, удалил",0.08333333333333333
True,Better than my life,0.08333333333333333
True,Купил по скидке 90%,0.08333333333333333
True,Геймплей уникальный,0.08333333333333333
True,My life: worth it for this game,0.08333333333333333
True,Игра короткая но качественная,0.08333333333333333
False,Full of Cheaters.,138.96666666666667
True,This game is my salvation,0.08333333333333333
True,Купил на распродаже,0.08333333333333333
True,My everything: game,0.08333333333333333
True,Игра с уникальным стилем,0.08333333333333333
True,Геймплей уникальный,0.08333333333333333
True,My life choices: this game,0.08333333333333333
True,Игра для настоящих геймеров,0.08333333333333333
True,Купил по скидке 70%,0.1
True,Купил по совету друга,0.08333333333333333
True,I've lost myself,0.08333333333333333
True,I've found it,0.08333333333333333
True,Игра для души,0.11666666666666667
True,rage baiting russian guys is worth it,38.083333333333336
True,This game is my safe space,0.08333333333333333
True,Геймплей затягивает,0.08333333333333333
True,Игра для релакса,0.08333333333333333
True,Worth my soul,0.08333333333333333
True,Worth everything,0.08333333333333333
True,I have 4400 hours.,0.08333333333333333
True,My reality: this game,0.08333333333333333
True,I've achieved peace,0.08333333333333333
True,My life: this game,0.08333333333333333
True,Worth the sacrifice,0.08333333333333333
True,Better than anything,0.08333333333333333
True,Игра с душой,0.08333333333333333
True,This game is my home,0.08333333333333333
True,My sleep: nope,0.08333333333333333
True,I need it,0.08333333333333333
True,I have 3500 hours.,0.08333333333333333
True,Игра для души,0.08333333333333333
True,Слишком сложно,0.08333333333333333
True,I need a support group for this,0.08333333333333333
True,i recommend this game if you have a copious amount money to drop and dont have a soul,542.65
True,Worth every hour,0.08333333333333333
True,My life: dedicated,0.08333333333333333
True,My sleep: overrated,0.08333333333333333
True,This game is my entire personality,0.08333333333333333
False,Brilliant,18.466666666666665
True,Геймплей затягивает,0.08333333333333333
True,Сюжет слабый,0.08333333333333333
True,":)
",10.583333333333334
True,Не то что ожидал,0.08333333333333333
True,This game is my therapy,0.08333333333333333
True,Сюжет интересный,0.08333333333333333
True,My sleep: forgotten,0.08333333333333333
True,Worth every hour,0.08333333333333333
True,Купил на распродаже,0.08333333333333333
True,Не для слабых,0.08333333333333333
True,I need to go outside,0.08333333333333333
True,My sleep: forgotten,0.08333333333333333
True,The tutorial is harder than the game,0.08333333333333333
True,Игра с характером,0.08333333333333333
True,Купил по совету друга,0.08333333333333333
True,I've lost myself,0.08333333333333333
True,Игра на один раз,0.08333333333333333
True,My life: worth it for this game,0.08333333333333333
True,My sleep: what sleep,0.08333333333333333
True,fu,25.483333333333334
True,My sleep: forgotten,0.08333333333333333
True,I've lost myself,0.08333333333333333
True,My sleep: sacrificed,0.08333333333333333
True,Better than my job,0.08333333333333333
True,Игра для терпеливых,0.08333333333333333
True,Better than my relationship,0.08333333333333333
True,Игра для души,0.08333333333333333
True,Купил по совету,0.08333333333333333
True,Купил по совету друга,0.08333333333333333
True,Игра для релакса,0.11666666666666667
True,Игра для релакса,0.08333333333333333
True,Купил по отзывам,0.08333333333333333
True,Не то что ожидал,0.08333333333333333
True,Better than reality,0.08333333333333333
True,I've transcended,0.08333333333333333
True,volvo very great anti ban i recomend to ♥♥♥♥♥♥♥ so i can throw my comp games even more,104.06666666666666
True,Сюжет предсказуемый,0.08333333333333333
True,I have 2800 hours.,0.08333333333333333
True,Не для слабых,0.08333333333333333
True,My life is now divided into before and after,0.08333333333333333
True,Графика устарела,0.08333333333333333
True,Tis good game,56.166666666666664
True,Игра с атмосферой,0.11666666666666667
True,Игра с атмосферой,0.11666666666666667
True,Игра с душой,0.08333333333333333
True,Купил по отзывам,0.08333333333333333
True,Better than reality,0.08333333333333333
True,Купил в первый день релиза,0.08333333333333333
True,Купил по совету,0.08333333333333333
True,Worth every hour,0.08333333333333333
True,Купил для себя,0.08333333333333333
True,Не для слабых,0.08333333333333333
True,Купил для мультиплеера,0.08333333333333333
True,Геймплей затягивает,0.08333333333333333
True,I have 4100 hours.,0.08333333333333333
True,Игра для вечера,0.08333333333333333
True,My sleep is optional now,0.08333333333333333
True,I have 2300 hours.,0.08333333333333333
True,Игра с атмосферой,0.08333333333333333
True,Игра для души,0.08333333333333333
True,Геймплей простой,0.08333333333333333
True,My sleep: what sleep,0.08333333333333333
True,Игра для настоящих геймеров,0.08333333333333333
True,1000000000000000000000000000/10,712.9166666666666
True,nice game,17.116666666666667
True,Better than life,0.08333333333333333
True,I've found peace,0.16666666666666666
True,My sleep debt: worth it,0.08333333333333333
True,Better than life,0.08333333333333333
True,Игра для души,0.08333333333333333
True,I've become,0.08333333333333333
True,Геймплей уникальный,0.08333333333333333
True,I need it,0.08333333333333333
True,Купил для мультиплеера,0.08333333333333333
True,Слишком много багов,0.08333333333333333
True,Слишком долго грузится,0.08333333333333333
True,My sleep: sacrificed,0.08333333333333333
True,Игра для релакса,0.08333333333333333
True,"Игра короткая, перепрохождение бесконечное",0.08333333333333333
True,I need it daily,0.08333333333333333
True,My life: worth it,0.08333333333333333
True,Геймплей затягивает,0.08333333333333333
True,Игра с атмосферой,0.08333333333333333
True,its fun I love how russian have the ♥♥♥♥♥♥♥♥ mics,57.85
True,My life: dedicated,0.08333333333333333
True,Купил в первый день,0.08333333333333333
True,My sleep: nope,0.08333333333333333
False,"bring back the old mag system
",91.45
True,Сюжет предсказуемый,0.08333333333333333
True,Купил по импульсу,0.13333333333333333
True,Игра с характером,0.08333333333333333
True,Не то что ожидал,0.08333333333333333
True,Crazy,3126.133333333333
True,10/10 u can kill terrorists and earn steam money,21.416666666666668
True,Worth the time,0.08333333333333333
True,Сюжет затянутый,0.08333333333333333
True,My sleep: sacrificed,0.08333333333333333
True,Better than life,0.08333333333333333
True,Игра для души,0.08333333333333333
True,How to learn Russian without duolingo.,311.25
True,This game is my therapy,0.08333333333333333
True,I've achieved nothing,0.08333333333333333
True,Геймплей затягивает,0.08333333333333333
True,Игра для релакса,0.08333333333333333
True,Купил в первый день релиза,0.08333333333333333
True,very fun,448.8833333333333
